candidate,modifier,target,category
B00CL0KUU2,longer and brighter colored and is longer and is a brighter color,B00A4FQO92,dress
B00BUKDMUY,is lighter with a more prominent print and has a blue and white pattern,B009ZRC0QQ,dress
B00ABBZVDY,is longer with no sleeves and the dress is black with flowers and longer,B00C7PAFS8,dress
B0091XASDQ,not sleevless and casual and is not revealing and not shiny,B0086U706S,dress
B00816HLAC,is solid navy blue and darker and has better shoulders,B00BUU18Q4,dress
B00CE5DGUA,Red and no cleavage and is darker with shorter neckline,B00CMM9SWU,dress
B007WPHBGW,Is longer and more elegant and is longer and a darker color,B007WPHKP4,dress
B00683THKM,is a darker color with an open back and Is in nude color,B003ILIKQO,dress
B006J5VKOU,is longer and more fashionable and is longer and has a chevron pattern,B006J5WW5G,dress
B00858G64S,is solid black with longer sleeves and longer,B00D4K2YAM,dress
B004JQOL1K,is longer and less fitting and has sleeves and is black and white,B002QB1726,dress
B00C1YX1AO,is more blue and has shorter sleeves and more blue,B008Z91E3U,dress
B008FRIFM0,is darker and has a looser fit and  is grey,B00CXVGFGC,dress
B00CA7RAZO,is more solid color and more revealing and is more solid olive green in color,B00C1RKJ2E,dress
B00BRPLMKE,has longer sleeves and is black and Is black and more elegant,B00A0QEHLW,dress
B00C9ZYLJ0,monochrome and more formal and is black skirt with white ruffled top,B001E5EB14,dress
B0040NPFKI, and a darker color and is longer and more elegant,B00CEM45JE,dress
B00A1L7A56,is black in color and is black an dlong,B00AS15I26,dress
B003RRWX30,is lighter and more revealing and is more bright and has longer sleeves,B0061LZL5Q,dress
B004IK9D24,is a brand and just words,B00BV49WYY,dress
B00F4MXHW2,is black with long sleeves and has longer sleeves in gray,B008RJZTU2,dress
B00AHGAAUW,is longer and a darker color and is black with a belt and ankle length,B004NRNCA6,dress
B0099DCR8W,is teal in color and more emerald and flowing,B00E95DR6G,dress
B005G16AIO, with thicker sleeves and has sleeves,B0042VIH8K,dress
B00B89MVUO,is a solid white color and is more colourfull,B00B89Q76I,dress
B00D9OXFE2,is longer and more elegant and has contrast stitching and narrower neckline,B002X7A3SC,dress
B009365SEK,Has a belt and is orange and belted,B0092QK530,dress
B0087Y21F8,Is fully black and has a v-neck collar and is black and v neck,B008MTHLHQ,dress
B005XIDFRY,black and gold and is back and yellow,B00B2AROCE,dress
B002EANOY8,is short and is white and is shorter and white,B0019KO8EE,dress
B00BAPZEQ4,Is a plume purple color and Covers both shoulders and flows more from the waist.,B00C61X3KU,dress
B007POXT66,is more revealing and shorter,B007FKACLA,dress
B007IS29LU,has no sleeves and is darker colored and has shorter sleeves and is darker in color,B009LIFA9I,dress
B006MQT4BM,Is shorter with long sleeves and has longer sleeves and is shorter,B00BEDAQUQ,dress
B00C4Q2RPE,is a red and black dress and not tight and is red with a black top,B00D4K44SC,dress
B002ZPH5NI, and long sleeves and is more sexy,B008DS0P7Y,dress
B00ADUHCP8, with lace trim and is fitted and printed,B00GK63R6M,dress
B00C40Y85W,is the same and is exactly the same,B00B2CG7RK,dress
B0070J3K42,is black and longer and is black with longer sleeves,B004OET1US,dress
B008EXP7MQ,is more red and white in pattern and has a lot less blue.,B005GLSE5G,dress
B0088IFDH6,Is a short and is more vibrant mint green,B00E0EPP4I,dress
B00CMEN80Q,is floor length with more colours and is in multple colors and longer.,B00C5T5TXM,dress
B0098XU334,more romantic and sluttier and is lighter and shorrter,B00BB0WOA2,dress
B0053WG4KA,black with v neck and flattering fit and has more shoulder straps and a v top.,B001BFYY0K,dress
B00CPER7UU,is more flowing and Is purple,B00E5Y5TMG,dress
B00BTJX9LI,is a lighter color and satin material and is cream with a black bow,B0042VIHKI,dress
B006WM4WUY,is red colored and one shouldered dress and red with single strap,B005PHZROM,dress
B007C61GVM,is dark blue with a v-neck and long sleeves and is darker in color with longer sleeves,B007C61HRA,dress
B00A1CI0HC,is red and black with straps and is red with thinner straps,B007R1VB4Y,dress
B006LFOX4M,this is not a piece of clothing and product is text,B00BFPGCYM,dress
B00B2JINEI,is a shimmering green. and is a green velvet coloring.,B007JLQFEI,dress
B00CXVMD22,has a longer hemline and straps and covers the shoulders,B006T73FG4,dress
B00A6X2EXM,is all white toned and is more brighter,B00BC8PHRK,dress
B0088IMA2W,is black in color and is darker in color,B006OI1PSI,dress
B00B903K3E,is more patterned and is plaid and more youthful.,B0098ND9TO,dress
B00E3WF2DQ,is more fitted with spaghetti straps and is shiny,B00F3I19QI,dress
B004JU2BAY,is blue and is black and green,B008B7RLBA,dress
B0050A6ZHM,is shorter and white with a drop waist and is white with green piping,B006UK6UQW,dress
B007EECFR6,Is more fitted and chic and is shorter,B0093UNBXQ,dress
B00ANK6LT6,is the purple dress and is purple with sleeves,B00AO1VIBA,dress
B008GK1JWE,is black in color and strapless and is black with no straps,B00B44YPNO,dress
B007SV9DBQ,is larger with longer sleeves and is looser,B006ILRQDO,dress
B0070YIF60,white and is lighter in color,B008DBP7S8,dress
B007HI744S,is white with blue and black stripes and  black,B00AOBFHZ8,dress
B008VTIUV8,is more solid and more off the shoulder and Is more plain with shorter  sleeves,B009ZZI55I,dress
B00COH9AUS,is solid blue with no sleeves and is more fitting,B00B89H438,dress
B009CRVL8W,Is more frilly and is black with long sleeves,B00CX7YU0Y,dress
B003COZ7UE,short black dress and has no white top.,B005FVRAUC,dress
B004Q7DECY,is looser fitting and has spagetti straps and is much more bright and colourful,B0020HRPH2,dress
B00D7MZJEA,is red in color and sleeveless and longer and is longer and red,B004ZWQGYI,dress
B00606LEEE,Is shorter and sleeveless. and has a shorter skirt and no sleeves,B006GHAYS4,dress
B0070DXXJU,has a brighter color and is bright pink with a black belt,B0098WDK6W,dress
B00792IPOA,is the exact product and is the same,B00792JNQO,dress
B004I6PIPY,is bright and chic. and is more light red,B004I6M7HQ,dress
B00B2A3DFQ,is red with a more traditional collar and is red and has a waistline,B007IRN97Y,dress
B0055WR2WC,is longer and looser and is orange,B00AHTQ814,dress
B0032XUKTI,is less colorful with longer sleeves and has sleeves and a looser fit,B007FHD4FO,dress
B004WZQPN0,has two straps and has two shoulder straps,B00BQS4X3U,dress
B005F1OFXM,is a longer dress and more casual and is longer and has black and white stripts,B0058ZFF7A,dress
B00740VYFE,is pale with a v shaped neck and is more frilly and has more of a beige color,B00740W9Q2,dress
B00943P1VW,is black with a gold pattern and is more dressy and is black short and has long sleeve,B00D7EJJDU,dress
B005LC3GEY,is more fashionable and has a strap,B0040QE97K,dress
B007R62M42,is a solid black dress and is a solid black color,B007R64DLW,dress
B003VWOXAC,no strap short black dress and is a black pencil shape,B00F9371NW,dress
B0030IN28G,Is strapless and one color. and is a little longer and strapless,B004LWZMVA,dress
B008O7JPA2,is a floral print strapless asymmetrical dress and more revealing and flowy,B00CMXJZSQ,dress
B00AKQBDKU,is more of a clothing item and is more of a dress,B0051MR9D8,dress
B005FOE7F0,Has a belted waist and ruffled bottom. and is belted and more elegant,B006J43760,dress
B00BOZF4JW,is yellow and has one sleeve and has one shoulder and is much paler in colour,B00BUAA24S,dress
B00FCEF00O,is more fitting and is red and solid colored,B00GM0LFHE,dress
B007CJM668,has long white lace sleeves and is whiter with a symmetric neckline,B007CJM00A,dress
B005KMDMB2,is longer with stars on bottom and longer skirt and magenta,B00C4NV5ZA,dress
B004W4YRD6,looks like a blouse and is lighter,B003BT5RQE,dress
B00CTRLLV4,is floral with pink and is long and floral,B00DVUUJ70,dress
B006UCQY4I,is darker and longer and is darker with a higher neckline,B00CIOJR5K,dress
B009TIHLAQ,is purple and whire and has a black top and v pattern skirt,B00EYNW1CO,dress
B00GIAF9GQ,is longer and solid red with black belt on wasit and lighter with no lace inset,B005HENS58,dress
B004T7XCOG,Has a light purple design. It's also shorter and is purple with thick sleeves,B00ALMYQ8E,dress
B006WX7OG2,is shorter and less formal and is shorter in length and not as formal,B008LRMWMI,dress
B00BNRLBA2,is black with three quarter length sleeves and is darker and has sleeves,B004YHIHK0,dress
B007M8P4UY,is orange with longer sleeves and is shorter with a print,B00BR3OXYS,dress
B00CZ8VQ8K,has wider straps and is less sexy and is more simple and is green in colour,B00BXYRABY,dress
B008AEEF72,is brighter and is grey with orange piping and belt,B008BHSCJA,dress
B007SV9DBQ,is lighter and defined and Is more casual and chic,B00DH787SK,dress
B00DI7BZI8,is darker and more animal print and has an animal print and is darker,B008BKYQXS,dress
B007WZ08F8,is strapless with stripes and long hemline and has stripe colour,B0085TXE92,dress
B009UZLGKY,is more girly and frilly and has an A line skirt and larger,B00684URUU,dress
B00CHURMFC,has a looser fit with sleeves and solid green and has longer sleeves,B00B90OD30,dress
B009WJ0LYA,is more floral patterned and is shorter with longer sleeves,B005RYO48S,dress
B009FEC70S,is pink with a silk look to it and has more pink,B0035WTC7C,dress
B00BYSRPM8,is plain white and more fitted and is tighter and has a higher neckline,B0060F8FC4,dress
B009TIHLAQ,is more longer and multicolored and is longer and flowing,B00781VBNO,dress
B007WPHUYU,Is darker with longer sleeves and Its is longer with a longer sleeves,B00FDRIFHK,dress
B00DFWSHFK,is two colors and lond sleeved and Dark Color,B0091CFOB8,dress
B00B93TTHM,has a deeper neckline and is less formal and is more revealing,B00DFY1X7C,dress
B0065588LW,is black and has yellow stripes and has more stripes,B0065589JI,dress
B0050A70S0,is blue and has two straps and Has more 2 shoulders and is more blue,B00CY92VPW,dress
B00CMEN80Q,does not have sleeves and is solid black and is black and sleeveless,B00DP4WHK4,dress
B00CLF477O,is pink and is full length with shorter sleeves,B00C0ZMWP4,dress
B0070QMPKA,has longer sleeves and is tighter and is more fitting,B009LIK552,dress
B0090KH8XI,is more green and Blue and green print all over with short-sleeves,B008AHK4C4,dress
B0055QA66M,is sexier with a single sleeve on the left and has a one shoulder sleeve,B00A7HGPOQ,dress
B00EW0YKW8,shorter with a u shaped neck and lighter material and shorter skirt,B00GCJJQ94,dress
B008EQ06I8,is a long grey canvas dress and Is longer and has more pockets,B0098B7XZC,dress
B005M0RJJS,is sleeveless and purple in color and is a purple shirt,B001E5EAVU,dress
B009PPPO4I,has stripes in shorter length and colored line patter with sash,B0068FQCXA,dress
B00AM2KWGI,is black and sleeveless and is tighter and black,B0089Y8R68,dress
B00CRNKQG6,is more formal with longer sleeves and a longer hemline and is more elegant and form fitting,B009AO2HKI,dress
B00ARFW3SU,is solid and shorter and is more purple and flowing,B00BG46436,dress
B007WPHRVG,has a looser and has frills,B006ZQQ606,dress
B00EDS40GA,is darker and fitting,B00A9SQBVU,dress
B00D7MZJEA,is solid in color and is solid black and rounded neckline,B008DGYVU8,dress
B00DQ449W2,ist a lighter red with shorter sleeves and is more vibrant red,B00EAIX7VC,dress
B004GBCQPQ,is a lighter color and is more sexual,B004L0YLGE,dress
B00E0I8VHC,is a top with no sleeves and white and is a shirt that is white,B00D8YOJHA,dress
B0074H8JR8,is an off shoulder dress with velvet material and has a lighter blue top with purple bottom and no arms.,B005PMRILC,dress
B00BUUFHAW,is dark blue in color and darker and a little shorter,B002QUSLZI,dress
B00C5W165O,Is more colorful and is black with colorful patterns,B009DI5TCO,dress
B007XCGWS2,has thicker straps and is darker and has longer sleeves,B008AHK6MM,dress
B004YDR944,is less casual with open front and is more revealing,B0051USZFQ,dress
B0099NV9N6,is red in color and is longer and has longer sleeves,B0064X71L8,dress
B00B2FSFPE,is shorter and more formal and is darker,B005R13MW0,dress
B00A3UTL20,has a simillar  design with no collars and has a red belt and trim,B008MZHGMA,dress
B007SVC1BK,is a shorter length with more sleeve and is shorter,B007KHW2OS,dress
B007Q3PTPK,has no straps with cheetah prints and  and knee length,B00CEHQNGM,dress
B008A4N6NQ,is white and pulls in more at the waist and is white with a sheer top,B008DSN1JS,dress
B009KQUIDY,Is more flowing and elegant and is brown and is more flowing,B00AERGJ7C,dress
B002W0WILK,is red without straps and is solid red,B003VCLSFA,dress
B00DR7GMTG,striped black and white dress with red belt and has more stripes,B008AAIXDI,dress
B005EWM566,Bright and colorful and has long sleeves and colorful patterns,B002YX0KL0,dress
B0032XUKTI,is longer with white tone and Is longer and less sexy,B0030MHY5E,dress
B003IF4HLC,is form fitted and sleeveless and has straps and is more casual,B00297C9Y2,dress
B008YQMGOK,is short with no straps and is shorter and more revealing,B008YQLQ82,dress
B0091XASDQ,has scooped neck and polka dot pattern and has colorful dots and has straps,B0070DTUM4,dress
B00CC5YAKM,is tighter and has shorter sleeves and is teal with sleeves off the shoulder,B00CC65OX8,dress
B0081P9SEA,is dark colored and not a dress and is polka dot and belted,B0096NI7YS,dress
B007RG5RJ4,has straps and opening in the shoulder area and is black with a low cut v-neck,B008PJYITW,dress
B007RCJ01Y,is solid blue and is a solid blue coloring.,B007VCCKPS,dress
B004W1G728,Is mint green with a lacy top and Is more colorful and less sexy,B00BZ8JJC6,dress
B008OWQS1Q,has a longer skirt and no belt and is dark blue,B00CWAEZT8,dress
B005TCOUPA,is blue with sheer sleeves and is solid blue and fuller bottom,B007ZZ3Q0O,dress
B0093ZDMXK,is shorter and longer sleeved and is magenta with shorter length and longer sleeves,B00E4HGK4A,dress
B007Z3QGBW,has colorful print and floor lenght and  is black and empire waisted,B0076ZHU2I,dress
B00901MNSC,is grey with a more asymetrical waist and is lighter and has shorter sleeves,B00902B29C,dress
B007Z0NT3S,is longer and more for summer and is blue and longer,B00C9JJ0TM,dress
B008KKNW20,has longer sleeves and lighter toned and Has longer sleeves and is colorful,B008UZITVY,dress
B00ARNR9A4,black with straps and is more fitted and Black and white top dress,B004KE10K6,dress
B00BNN3BA4,Has long sleeves with a short skirt and is in solid black with thin skirt and long fitting sleeves.,B00BIPLML2,dress
B00FI0LV64,has long sleeves and is black and white and is black with a white top,B00GROXPFU,dress
B004P88NOI,has a floral pattern and  solid orange,B0016CL5UA,dress
B006ZEQJLO,is black in color and is darker in color,B0098QGAWE,dress
B006P34CTG,has more buttons and is a lighter tan color,B00BFWT922,dress
B0054N0TF4,is shorter and More flowery and shorter,B0073YIIUU,dress
B0073VE2X0,has higher neckline with shorter skirt and is red and black and has long sleeves,B0044WVG1M,dress
B00CZGIWMU,is longer and is pink and strapless,B006BTJA1O,dress
B007XT43TA,black and gold short dress and is darker and has shorter sleeves,B007W19OTI,dress
B00AYKTQ9C,has a u shaped neck with no stripes and is silver with straps,B00AKMM6HI,dress
B0053AJZJO,hassle patterns on it and has more blue in it,B0067VFMZO,dress
B00GMRNQ1U,is a dark blue color and is more fitted,B00F8OHE48,dress
B008UAEUYE,has pink flowers and has floral pattern,B008UAEP0I,dress
B00480AS5K,is red with colorful designs and  dropped to one side with longer skirt,B004150Y7E,dress
B009M0AE5K,is lighter and is white and long sleeved,B00CY8SCF6,dress
B0054N0TV8,is a short dress and is shorter in length with embellishment on the sleeves,B004K6LO50,dress
B005Z9559C,is multi colored with both straps and has both off shoulder and is green color,B008FLVUIW,dress
B00F0K4N4O,is black colored and longer sleeves and is black with long sleeves,B003VYAVI8,dress
B004PEIAMM,paisley with a teardrop neckline and is printed and lighter in color,B00D72BLT2,dress
B0080E5N0K,is darker in color and more fitted and is black and cream,B008IEF7NK,dress
B00CPKGWDW,is a more solid blue color and has longer sleeves and is darker in color,B00DMWKZ3K,dress
B00DVFIJUO,is a body con tube dress and is red and checkered,B00AZFZ3QG,dress
B009M1V0AM,is solid black and is black and more revealing,B0094FZXWW,dress
B006OR79WK,Bright and longer and is in white with green print.,B0099R6B6W,dress
B00AXU14BQ,Red and looser and is red with no embellishments,B006ZR68NK,dress
B00ASZ9HVA,is sleeveless and striped and No sleeved and less plus size,B00CQ7VW0C,dress
B005A26DK4,is more casual and is black and white stripped with a bow,B00BAW2QZO,dress
B0072C6ZJE,is more slimming and is brighter and more revealing,B0084ZS942,dress
B008M7J2T8,is green colored and shorter in length and is green with sleeves and shorter,B0070YIUL0,dress
B008ZB3904,has square neckline and longer length and has a square neckline and no sleeves,B004E9SKO6,dress
B00C2PSYJK,Has a different color and is gray and less revealing up top,B00ABXKHXG,dress
B00DS1BSH2,v neck knee length black dress and is black and sleeveless,B003W3DRWK,dress
B009Z1NVLK,Is red and has a ruffle around the waste,B00A7D81JM,dress
B003U2T08S,Is more fitted and more revealing and has no sleeves and no shoulder sleeves,B00AEMHS86,dress
B006U135LO,printed brown dress with thin straps and has floral print,B003JQL4U2,dress
B00CW76AD0,is more casual and summery and is longer,B00C9AIO8Y,dress
B007GZZ1O2,is shorter and is yellow with frills,B007H2JOSS,dress
B00DEPURG0,has more colors and is longer in length but sleeveless and is cooler colored and sleeveless,B006YLW0XE,dress
B0039ITI44,is less sporty and more frilly and is less striped,B006VZBA3E,dress
B004W4YRD6,has ruffled sleeves and is shorter and ruffles,B002TUS8P8,dress
B00CE2HQZO,has a more floral pattern and less buttons and is printed and flowy,B006ZVAQSO,dress
B003M8HWKI,is more free and shorter and has sleeves and is black with pink and purple,B007B94LEO,dress
B004B587S2,Has long sleeves and has longer sleeves and more colors,B005LCEQXE,dress
B0055N7WLM, and has three-quarter length sleeves and has less yellow and an open top.,B007P00RA6,dress
B005GA9DAC,has no sleeves and is white and is white and sleeveless,B00CBM6VSA,dress
B000CMQRM6,has a deeper neckline and is more tropical and has a design,B008GQ2KZI,dress
B00CGVOB10,is black in color and  and is lither with a fabric.,B00CPOCARK,dress
B00AOHEVDG,grey and red in colour with more patterns and is fir and flare and longer,B00740WGTC,dress
B005CO5UZO,has prints and is longer and is blue with gold designs,B006TD8KPO,dress
B00CPER7UU,is lighter and blue with a gown,B00BMH6GXA,dress
B009JOGQPG, with long sleeves. and is shorter and slightly darker,B00A46BYIC,dress
B00BIY352M,light blue and shorter and is periwinkle blue,B00DLU0VO6,dress
B00BNN3BA4,has more fitted skirt with a higher neckline and is solid black,B00DP4VWSM,dress
B00BM0U29Q,high low blue dress with no sleeves and is longer and has no sleeves,B008G3L32W,dress
B00DZYKQK2,Is shorter and more edgy and has one sleeve and is more fitted,B00AU4N2BK,dress
B00CXJ4E1W,has no sleeves and is much brighter in color,B006QSQ8LK,dress
B0088OZ1A4,is giraffe brown and yellow pattern and is leopard print and flowy,B003XSSB20,dress
B00263Z072,is red with black stripes and is more red and has buttons and vertical stripes,B005GHIP7M,dress
B003VI94U0,is more floral and is a darker print,B003ZRG64O,dress
B003A84ZFK,is plainly black with thicker sleeves and is more black with wider straps,B004JQOLCE,dress
B00DFY1X7C,Beige and more revealing and  and is strapless,B00B5MJBPC,dress
B00AKIDAFY,has straps and shorter and  more fitted and all blue,B007GC3IUE,dress
B00CIPLGAS,is less revealing and no shiny white and mermaid lace skirt with bolero,B00ATZG0GO,dress
B00BOU8PYS,is green with tank top upper part and is green with symmetric patterns on it,B007JX9DO0,dress
B0051T2VCA,is blue in colour with longer sleeves and is blue with long sleeves,B008UBROL4,dress
B007RFJT5I,is a long maxi dress and is longer and two toned,B00EDS5Q0O,dress
B0067VFMZO,is looser with stripes and is warmer and more flowy,B0067UTV1Q,dress
B0075JO5FA,is darker and is less glittery and is darker and has two straps,B00B3VX9YO,dress
B009S3H7OW,is strapless and light green and  yellow and blue,B009S3I7FU,dress
B00BDGPSZ2,has blue and red stripes and has blue and red stripes,B00EP1NTEE,dress
B00ADUHCP8,is darker and is black with solid panels,B00BTJX9LI,dress
B00BAY3QCE,has a flared scarf skirt in solid turquiose and is brighter in color,B009YMVV6W,dress
B008PASLO4,is not white and has more texture. and is shorter,B00DI1NPLO,dress
B00AM2KWGI,is a brighter color with no pockets and has lots of red,B00ARNSPT8,dress
B0093GYGHA,Shorter and no lace at the neck and is a lot shorter and above the knees only.,B005VG51SO,dress
B007Q39H7G,sleeveless and non shiny and has shorter sleeves and less shiny,B007Q2IOF8,dress
B008V5M72K,is strapless and a tulip skirt and more slim fitting with slit down the side halter top,B007TYML98,dress
B0058W6Q5S,is not casual and in a solid color and is long sleeve dress and more dressy,B00A8KZIC2,dress
B00857SVFQ,has long sleeves and is more fitted and is long sleeved and more form fitted,B008OVQ3TE,dress
B00CO36J8S,is shorter and flowery and has a longer sleeve and dark colored,B008UCTDR6,dress
B002W0WILK,is more revealing and has no straps and is less dressy and more sexy,B007H5D05S,dress
B0047Y0D2K,is purple and white and has more horizontal sripes and more striped and bright,B008A5ZZJ8,dress
B009L7B46C,has a fine print and  floor length with sleeves and more glamorous,B008P94RY8,dress
B002R1DAW0,shorter length and flowered and is blue and shorter,B009PKHZ7M,dress
B008UH8R0K,is white and black mixed pattern and is printed and has white,B0091D0X9A,dress
B0080E699O,Black and tighter and is black with long sleeves,B00ACDC788,dress
B007YBDL8G,Is more flowy and layered and is shorter,B004UO0624,dress
B00805VJGG,is a long tie dye maxi and is strapless,B004VRLS36,dress
B00A3Q8G8Y,is pink and more of a ballgown and is pink,B00AFRBRZ0,dress
B00APC9I8S,is longer and a lighter color and is longer and tan,B00DS1BUFW,dress
B00DVFHHWK,is red black and white and shorter and the dress is red and black and shorter,B00CJG5ATE,dress
B007FP4YBO,is longer and has black and white polkas and is patterned and blacker with white,B00B5T8JKI,dress
B007MLLX2E,is dark blues with no sleeves and is blue and sleeveless,B005189A20,dress
B006U108DW,has slits and no sleeves and has a round neck,B00A760T6C,dress
B00D357MPA,is beige and has long sleeves,B00FQW15ZG,dress
B007WATZQG,is more fitting and is solid red,B00A7H7YO6,dress
B00E1ZS3E0,is less fitted and revealing and  shorter and white with black accents,B00CRS800A,dress
B006JFSEP8,blue and sleeveless and is more blue and sleeves with a higher waistline,B001OA998O,dress
B0058T1N0Y,has a cowl neck and tie waistline and is beige and knitted,B0058T1CXC,dress
B009237TKK,is more revealing and is darker,B008SORXIW,dress
B009W2RJRY,2 and is white and has one strap,B00BJFWTIG,dress
B00B89PJ4E,Is shorter than the previous product and is solid pink with spaghetti straps,B00BI716KC,dress
B00A67G1OG,Is more playful and is darker and has more sleeves,B007Z0NSWK,dress
B00982TSFE,is darker and shorter and is black with white patterns,B003AXVUI0,dress
B008QZFJDY,Has a geometric pattern and is white with black belt,B0050JBY92,dress
B00816HLAC,long sleeved and less fitted and Is completely black,B00B1EZAS6,dress
B002CJFNEK,has blue stripes at the bottom and is flared,B0057673MU,dress
B008AK0IWW,Is a babydoll cut silver dress and is shorter,B00B6D99ZW,dress
B00CFU6UU2,is black with a high neck and lace and is black and not floral patern,B00GXLVZOU,dress
B0075N3YAI,is shorter and brown toned and is rounded neck,B004L2L9KS,dress
B00EEQOF2A,in a size extra small and is identical,B00EEQOEXU,dress
B009OCO9XO,is lighter and has longer sleeves and Is more striped and lighter,B008I2VUWO,dress
B008LR38J4,aztec cap sleeve and shorter and is stripe and has shorter sleeve,B007KZHMZO,dress
B003ILFZTY,is strapless in a solid color and is white and no sleeves,B00B036WF8,dress
B004VJS954,is shorter and light pink shade and is solid red,B006NUXRCO,dress
B00CI42PYU,is more professional looking and is longer and has coolor colors,B00E3QXI9C,dress
B005Y8GEL2,is black and is longer,B007JX9CI2,dress
B007JLOBZS,is less tighter and is orange and more playful,B00DIARI7W,dress
B005XHJRDQ, has a cooler color and straps and is darker in color and not off the shoulder,B005W2G6XG,dress
B006ZQQ606,is green and blue in color and longer and more green with longer skirt,B006WX2NPO,dress
B008SFQD6Y,is green and has no straps and Is strapless and green sequence,B007U3P7S0,dress
B001UKAK9K,has shorter black mini and less shiny and is more formal,B009ASCDLC,dress
B008BHJ9ME,has an open neck and  shoulder with belt and more modern and less classy,B00EKFQAVE,dress
B00C61I82I,is more colorful and revealing and has spaghetti straps and is a darker dolor,B00DUGA0KG,dress
B005J29V4K,is longer with a more flowy fabric and is longer and more flowy,B006GF762S,dress
B007C61HRA,is sleeveless and has pink floral design and is more graphic and a tank top,B0081ZQYEM,dress
B00BWU7NMU,is blu with one shoulder strap and is off one shoulder and blue,B008XOE0AG,dress
B0061K4F7M,is a yellow color and is lighter and longer,B008YT2PP2,dress
B005M0RJJS,is shorter and sleeveless and is sleeveless,B0082995UM,dress
B00AWM6PBY,Lighter and has cleavage and has shoulder straps.,B0097JK6S6,dress
B006W6COGE,is white in color and is longer and is longer and brighter,B007CVUSCU,dress
B005M0RJJS,has no sleeves and is a lighter blue and has striped white and light blue without arms.,B0069WF7E2,dress
B00D3PPGVW,has no pattern with a tighter neckline and is silver and textured,B00APPBO78,dress
B00EZJ6ZJW,is black and white striped with no sleeves and Striped black and White,B008IGTVGM,dress
B008UH8R0K,has an animal print and has a more floral design in whites and blacks.,B007MLM4OU,dress
B006WM44AM,is a short shiny black skirt and  and shorter sleeved,B006D3FDRS,dress
B0035WTC7C,Is more sexy and is black with gold trim at the top,B00E5ASNDW,dress
B008OTJTH4,is a white body con and Sleeveless white dress,B007WATJ4E,dress
B00936XQXA,has capped sleeves and is much lighter in colour and is more frilly and and gray,B007T46TB4,dress
B00CTA12Q0,Is shorter with ruffled straps and busy print and is shorter with a floral pattern,B004QGY0Q4,dress
B00B89QGEG,is black with a white belt and is more motherly and sleeves,B00B89PFDY,dress
B007OWTBB6,is dark in color and is multi-colored and sleeved,B008S4BU04,dress
B008UWI3BI,has longer sleeves and is shorter and has shorter hemline and long sleeves,B00H3N4VR0,dress
B00CIUJBO6,has sleeves and has more of a busy pattern,B0091GQSAK,dress
B005RYOEOM,is long sleeveless floral print dress. and is longer and more colorful,B00C12KF0A,dress
B00CHS9G26, and has sleeves and pink and white mix of colors with shorter sleeves,B00CHS4EMS,dress
B00AA0CVGG,its floral brightly colored and much tighter and has orange striped,B00BCP94PO,dress
B008TBSUOU,has shorter sleeves and more yellow colored and is more light colored and short sleeved,B006P04CSA,dress
B008545U4Y,is red and yellow colored and is darker brown red and orange,B008546GG0,dress
B008FEOZD6,bright pattern and shorter and lighter and shorter,B008R527JW,dress
B00BR1T9GW,Is a white sleeveless short dress with lace and much more white and less revealing,B00EZZOM28,dress
B00CQAVR2W,Has sleeves and a floral pattern and Is a green color and doesn't match a dutch design.,B008AIKLCG,dress
B008FZPQG0,is pink with a black belt and is peach with a black belt,B00CMBCEI6,dress
B00FTV13II,is blue and is in all blue with longer sleeves.,B008U4K4Y0,dress
B00AQAAT46,is longer with halter top and is shorter and black,B0096MI8NO,dress
B00A88ZTO6,is darker and more busy and is darker,B00A2WSXMS,dress
B00428MWGQ,has straps and has straps and is less shiny,B009B8RNB6,dress
B00DBDFTZY,has no strips and pink shade and A solid red dress,B00DBDS4FG,dress
B00BRPLMKE,is beige colored and is paler color and has gold sequins,B00EJPDENC,dress
B00DZYKQK2,is tighter around the waist and lighter in color and is grey and off the shoulder,B00ADW19YG,dress
B008KKNFCC,is white and no sleeves and is white with patterned bottom,B008KKOVI4,dress
B006M9EO3C,is more plain and is shorter and off the shoulder,B004VUBHI4,dress
B00BFAKKSQ,is cream with no sleeves and has more frills and more pink,B002QA2LF4,dress
B007GJ44JQ,is strapless and macro print. and is flowery and has no sleeves or straps,B008BF7XOW,dress
B009RVDEMO,has no sleeves and is sleeveless with lace,B00EKD9K9A,dress
B00AOA764O, halter dress. and is solid black and longer,B005DA21UY,dress
B003QCKB4O,is pink in color and cover the shoulders and arms and has longer flowing sleeves,B006OP4GUK,dress
B004NROCK0,has longer sleeves with collar and Has longer sleeves  and is more patterned,B003VQQZU4,dress
B000W41Q2K,has halter top and lighter color and is solid white,B001PQF1PC,dress
B0079WYTKE,is white and short with print and is much shorter,B00AKTD6I4,dress
B00DFXGDSC,has white and black stripes and has two stripe pattern colors,B00DVH1Z4Y,dress
B0072NKJBI,uneven black design and is darker in color and knee length,B0071RV0KO,dress
B00816HLAC,has long sleves and is solid black and is a darker solid color and has longer sleeves,B00E0H3K4C,dress
B00E9LKZ42,has shorter sleeves and is striped,B00CCL0AVE,dress
B00DZYKQK2,is strapless and more fitted brighter color and should be shorter and tighter fitting,B00AQMU1XI,dress
B0098B824S,is white and blue and longer and is longer and has longer sleeves,B0087DQDG2,dress
B004U9YUG2,is shorter and tighter and has two sleeves,B004I8VCTI,dress
